$Date;$Time;FH11_Z3_TEMP_SP;FH11_Z3_TEMP_PV;FH11_Z2C_TEMP_PV;FH11_Z4_TEMP_PV;FH11_Z3_MIX_VLV_POS_PV;FH11_Z3_MIX_PRES_PV;FH11_PULL
05/04/18;11:32:51;1184;1184.144;1185.735;1180.237;29.7743;1.359954;44.98286
05/04/18;11:32:52;1184;1184.144;1185.735;1180.093;29.7743;1.365741;44.98286
05/04/18;11:32:53;1184;1184.144;1185.88;1180.093;29.7743;1.362847;44.98286
05/04/18;11:32:54;1184;1184.144;1185.88;1180.093;29.7743;1.359954;44.98286
05/04/18;11:32:55;1184;1184.144;1185.88;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:56;1184;1184.144;1185.88;1180.093;29.7743;1.362847;44.98286
05/04/18;11:32:57;1184;1184.144;1185.88;1180.237;29.7743;1.365741;44.98286
05/04/18;11:32:58;1184;1184.144;1185.735;1180.237;29.7743;1.365741;44.98286
05/04/18;11:32:59;1184;1184.144;1185.735;1180.093;29.7743;1.362847;44.98286
05/04/18;11:33:00;1184;1184.144;1185.735;1180.093;29.7743;1.359954;44.98286
05/04/18;11:33:01;1184;1184.144;1185.88;1180.093;29.7743;1.374421;44.98286
05/04/18;11:33:02;1184;1184.144;1185.88;1180.237;29.7743;1.359954;44.98286
05/04/18;11:33:03;1184;1184.144;1185.88;1180.237;29.7743;1.362847;44.98286
05/04/18;11:33:04;1184;1184.144;1185.735;1180.237;29.7743;1.35706;44.98286
05/04/18;11:33:05;1184;1184.144;1185.735;1180.237;29.7743;1.35706;44.98286
05/04/18;11:33:06;1184;1184.144;1185.88;1180.093;29.7743;1.365741;44.98286
05/04/18;11:33:07;1184;1184.144;1185.88;1180.237;29.7743;1.362847;44.98286
05/04/18;11:33:08;1184;1184.144;1185.88;1180.237;29.7743;1.35706;44.98286
05/04/18;11:33:09;1184;1184.144;1185.88;1180.093;29.7743;1.362847;44.98286
05/04/18;11:33:10;1184;1184.144;1185.88;1180.237;29.7743;1.380208;44.98286
05/04/18;11:33:11;1184;1184.144;1185.88;1180.093;29.7743;1.362847;44.98286
05/04/18;11:33:12;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
